iter	Logloss
0	0.6242782428
1	0.5460482647
2	0.47969456
3	0.4334631858
4	0.3865216814
5	0.3533904547
6	0.3221195688
7	0.2894974299
8	0.2673887179
9	0.2453013762
10	0.2154715156
11	0.1945262569
12	0.1802513345
13	0.1659564519
14	0.1523100792
15	0.1367750649
16	0.1232838993
17	0.1147318918
18	0.1047866439
19	0.09548625374
20	0.08949287613
21	0.08455051602
22	0.08014632015
23	0.07484754183
24	0.07070783379
25	0.06820505534
26	0.06482704975
27	0.06289408169
28	0.06105203564
29	0.05865593402
30	0.0567872896
31	0.05483781249
32	0.05362158505
33	0.05181475248
34	0.05042867068
35	0.04922951843
36	0.04817337349
37	0.04734414111
38	0.04654399129
39	0.04587658991
40	0.04510888881
41	0.04480555193
42	0.04409454309
43	0.0434170493
44	0.04303423349
45	0.04279516199
46	0.04240523375
47	0.04203658895
48	0.0415914943
49	0.0413642331
50	0.04118856086
51	0.04098564804
52	0.04088441328
53	0.04056963845
54	0.04034171309
55	0.04014895945
56	0.03995596398
57	0.03962047609
58	0.03943467624
59	0.03926175786
60	0.0390829438
61	0.0388962495
62	0.03870116046
63	0.03857294424
64	0.03839835981
65	0.03822115983
66	0.03812480602
67	0.03798151156
68	0.03785439292
69	0.03778019119
70	0.03753925247
71	0.03744019284
72	0.03730969683
73	0.03712124245
74	0.03700965623
75	0.03687809985
76	0.03675403313
77	0.03666117125
78	0.03651634923
79	0.03648411831
80	0.03630070848
81	0.03621465122
82	0.03612731336
83	0.03606575999
84	0.03598078789
85	0.03590356436
86	0.03585436492
87	0.03570136272
88	0.03561434294
89	0.03552010313
90	0.03547277783
91	0.03535760109
92	0.03521527788
93	0.03514446138
94	0.03509574868
95	0.03504300512
96	0.0349871569
97	0.03487654579
98	0.03481173778
99	0.03472600455
100	0.03464557645
101	0.03459701917
102	0.03456924192
103	0.0345099278
104	0.03444935552
105	0.03438744664
106	0.03433210592
107	0.03428092154
108	0.03424729152
109	0.03418243661
110	0.03414757929
111	0.03408297697
112	0.03403122305
113	0.03397710188
114	0.03390929278
115	0.0338490125
116	0.03379446627
117	0.03377172882
118	0.03374736324
119	0.03368788487
120	0.03364188944
121	0.03360616061
122	0.03354853001
123	0.03350258576
124	0.03344914797
125	0.03337845222
126	0.03333411186
127	0.03329335818
128	0.03322213923
129	0.03319101241
130	0.03314565199
131	0.03308527476
132	0.03298053545
133	0.03293206861
134	0.03290513919
135	0.03287498778
136	0.03280581837
137	0.03273982781
138	0.03271194024
139	0.03260741053
140	0.03257318907
141	0.03253656214
142	0.03250951043
143	0.03247076394
144	0.03241941009
145	0.03238566272
146	0.03233526654
147	0.03229556505
148	0.03223650496
149	0.03216417939
150	0.03213952639
151	0.03209158697
152	0.03205194122
153	0.03201792917
154	0.03195417031
155	0.03190732028
156	0.03186213453
157	0.03183381786
158	0.0317959858
159	0.03176172651
160	0.03173573176
161	0.03169486708
162	0.03165029123
163	0.03161358667
164	0.03156955109
165	0.03152900877
166	0.03150180446
167	0.03147660826
168	0.03145308007
169	0.03141486397
170	0.03139178962
171	0.03136793377
172	0.0313330041
173	0.03130216205
174	0.03127978323
175	0.03124313648
176	0.03121332521
177	0.03119114398
178	0.03115884063
179	0.03108828005
180	0.03106760523
181	0.03103125816
182	0.03099279874
183	0.03093703558
184	0.03090960475
185	0.03087893559
186	0.0308345644
187	0.03080288963
188	0.03076750526
189	0.03072240337
190	0.030677404
191	0.03063364306
192	0.03059124254
193	0.03055594335
194	0.03051815944
195	0.03048498057
196	0.03043811067
197	0.03039484425
198	0.03036871039
199	0.03033183549
200	0.0302946184
201	0.03025220954
202	0.03021981547
203	0.03018790864
204	0.03015866589
205	0.03012368512
206	0.03007302866
207	0.03003400771
208	0.02999438471
209	0.02995224455
210	0.02991589589
211	0.02989918306
212	0.02985644017
